Human Marker Symbol	Human Entrez Gene ID	HomoloGene ID	Mouse Marker Symbol	MGI Marker Accession ID	High-level Mammalian Phenotype ID (space-delimited)
COL9A2	1298	37535	Col9a2	  MGI:88466	  MP:0005377 MP:0005371 MP:0005390 MP:0005376
COL9A3	1299	20438	Col9a3	  MGI:894686	
COLCA2	120376	19023	Colca2	  MGI:2685530	  MP:0005385 MP:0005397 MP:0005389 MP:0005386 MP:0005387 MP:0005390 MP:0005371 MP:0003631 MP:0005378 MP:0005376
COLEC10	10584	31381	Colec10	  MGI:3606482	  MP:0005378 MP:0005375 MP:0005382 MP:0005390 MP:0005389 MP:0005371
COLEC11	78989	11423	Colec11	  MGI:1918943	  MP:0005376 MP:0005367 MP:0005387
COLEC12	81035	34248	Colec12	  MGI:2152907	
COLGALT1	79709	23465	Colgalt1	  MGI:1924348	  MP:0005390 MP:0005391 MP:0005381 MP:0003631 MP:0005371 MP:0010768 MP:0005382 MP:0005378
COLGALT2	23127	22865	Colgalt2	  MGI:2138232	
COLQ	8292	NA	Colq	  MGI:1338761	  MP:0010768 MP:0005386 MP:0003631 MP:0005378
COMMD1	150684	17604	Commd1	  MGI:109474	  MP:0003631 MP:0005385 MP:0010768 MP:0005370 MP:0005380 MP:0005376 MP:0005378
COMMD10	51397	9404	Commd10	  MGI:1916706	  MP:0005380 MP:0010768
COMMD2	51122	9381	Commd2	  MGI:1098806	
COMMD3	23412	15693	Commd3	  MGI:88218	  MP:0005387 MP:0005397
COMMD4	54939	9865	Commd4	  MGI:1913449	
COMMD5	28991	8548	Commd5	  MGI:1913648	
COMMD6	170622	52572	Commd6	  MGI:1913450	
COMMD7	149951	24933	Commd7	  MGI:1914197	
COMMD8	54951	9873	Commd8	  MGI:1343485	  MP:0005387 MP:0005397
COMMD9	29099	8584	Commd9	  MGI:1923751	  MP:0005375 MP:0005384 MP:0005376 MP:0005369 MP:0010768 MP:0005385 MP:0005380 MP:0005386 MP:0003631
COMP	1311	74	Comp	  MGI:88469	  MP:0005378 MP:0005384 MP:0005376 MP:0005369 MP:0005385 MP:0005386 MP:0005387 MP:0005390 MP:0005371
COMT	1312	30982	Comt	  MGI:88470	  MP:0003631 MP:0005387 MP:0005367 MP:0005380 MP:0005388 MP:0005386 MP:0005385 MP:0005397 MP:0005389 MP:0005379 MP:0005376
COMTD1	118881	41703	Comtd1	  MGI:1916406	
COP1	64326	115565	Cop1	  MGI:1347046	  MP:0005385 MP:0005397 MP:0005389 MP:0010768 MP:0001186 MP:0002006 MP:0005376 MP:0005378 MP:0010771 MP:0005379
COPA	1314	3218	Copa	  MGI:1334462	
COPB1	1315	5664	Copb1	  MGI:1917599	
COPB2	9276	3499	Copb2	  MGI:1354962	  MP:0005378 MP:0005375 MP:0005384 MP:0010768 MP:0005380 MP:0005386 MP:0003631
COPE	11316	5254	Cope	  MGI:1891702	
COPG1	22820	56745	Copg1	  MGI:1858696	  MP:0005376 MP:0005397
COPG2	26958	56292	Copg2	  MGI:1858683	
COPRS	55352	10180	Coprs	  MGI:1913673	  MP:0005384 MP:0005375
COPS2	9318	3124	Cops2	  MGI:1330276	  MP:0005384 MP:0005389 MP:0010768 MP:0005380
COPS3	8533	2710	Cops3	  MGI:1349409	  MP:0010768 MP:0005380 MP:0005378
COPS4	51138	8067	Cops4	  MGI:1349414	  MP:0005397 MP:0005378 MP:0005386
COPS5	10987	55992	Cops5	  MGI:1349415	  MP:0005387 MP:0005380 MP:0010768 MP:0005397 MP:0005378 MP:0005379 MP:0005384 MP:0005376
COPS6	10980	4977	Cops6	  MGI:1349439	  MP:0010768 MP:0005397 MP:0002006 MP:0005387 MP:0005376 MP:0005379 MP:0005384
COPS7A	50813	22685	Cops7a	  MGI:1349400	  MP:0005391 MP:0003631 MP:0005367 MP:0005387 MP:0005397 MP:0005385 MP:0005389 MP:0005376 MP:0005379
COPS7B	64708	8068	Cops7b	  MGI:1349388	
COPS8	10920	4882	Cops8	  MGI:1915363	  MP:0005380 MP:0010768 MP:0005397 MP:0005387 MP:0005378 MP:0005384
COPS9	150678	82250	Cops9	  MGI:1914165	
COPZ1	22818	9366	Copz1	  MGI:1929063	
COPZ2	51226	69215	Copz2	  MGI:1929008	
COQ10A	93058	27027	Coq10a	  MGI:2684847	
COQ10B	80219	6916	Coq10b	  MGI:1915126	
COQ2	27235	69192	Coq2	  MGI:1919133	  MP:0005375 MP:0005376 MP:0010768 MP:0005385 MP:0005390
COQ3	51805	9683	Coq3	  MGI:101813	  MP:0010768
COQ4	51117	68641	Coq4	  MGI:1098826	  MP:0010768 MP:0005380 MP:0005376
COQ5	84274	6559	Coq5	  MGI:1098643	
COQ6	51004	6039	Coq6	  MGI:1924408	  MP:0005376 MP:0010768 MP:0005378 MP:0005391 MP:0005371 MP:0003631 MP:0005380
COQ7	10229	6953	Coq7	  MGI:107207	  MP:0003631 MP:0005380 MP:0005370 MP:0010768 MP:0005378 MP:0005384
COQ8A	56997	11345	Coq8a	  MGI:1914676	  MP:0003631 MP:0005386 MP:0005369 MP:0005376
COQ8B	79934	86731	Coq8b	  MGI:1924139	  MP:0005378 MP:0005380 MP:0010768
COQ9	57017	6477	Coq9	  MGI:1915164	  MP:0003631 MP:0005386 MP:0010768 MP:0010771 MP:0005385 MP:0005378 MP:0005369 MP:0005384 MP:0005376
CORIN	10699	4804	Corin	  MGI:1349451	  MP:0005385 MP:0001186 MP:0005367 MP:0005369 MP:0010771 MP:0005378 MP:0005376
CORO1A	11151	6545	Coro1a	  MGI:1345961	  MP:0005379 MP:0005367 MP:0005387 MP:0005384 MP:0005386 MP:0005397
CORO1B	57175	40790	Coro1b	  MGI:1345963	
CORO1C	23603	56537	Coro1c	  MGI:1345964	  MP:0005378 MP:0005379 MP:0005369 MP:0005382 MP:0005376 MP:0005387 MP:0005390 MP:0005380 MP:0005370 MP:0005389 MP:0005385 MP:0002006 MP:0003631 MP:0005381 MP:0005391
CORO2A	7464	2546	Coro2a	  MGI:1345966	
CORO2B	10391	21228	Coro2b	  MGI:2444283	  MP:0005376 MP:0005384 MP:0005367
CORO6	84940	104099	Coro6	  MGI:2183448	
CORO7	79585	11573	Coro7	  MGI:1926135	  MP:0005384 MP:0005376
CORT	1325	997	Cort	  MGI:109538	  MP:0005386 MP:0005376
COTL1	23406	10898	Cotl1	  MGI:1919292	  MP:0010771 MP:0005391 MP:0001186
COX1	4512	5016	mt-Co1	  MGI:102504	  MP:0005369 MP:0005384 MP:0005376 MP:0005385 MP:0005378 MP:0005387
COX10	1352	80170	Cox10	  MGI:1917633	  MP:0005386 MP:0010768 MP:0005397 MP:0003631 MP:0005376 MP:0005387 MP:0005390 MP:0005378 MP:0005369 MP:0005384
COX11	1353	3221	Cox11	  MGI:1917052	
COX14	84987	50025	Cox14	  MGI:1913629	
COX15	1355	5848	Cox15	  MGI:1920112	  MP:0005384 MP:0005376 MP:0005369 MP:0005386 MP:0005387 MP:0010768 MP:0005397 MP:0005385
COX16	51241	9520	Cox16	  MGI:1913522	
COX17	10063	38089	Cox17	  MGI:1333806	  MP:0010768 MP:0005380 MP:0005384
COX18	285521	14821	Cox18	  MGI:2448532	
COX19	90639	45672	Cox19	  MGI:1915283	  MP:0010768 MP:0005376
COX2	4513	5017	mt-Co2	  MGI:102503	
COX20	116228	11956	Cox20	  MGI:1913609	  MP:0010768 MP:0005381 MP:0005388
COX3	4514	5014	mt-Co3	  MGI:102502	
COX4I1	1327	37537	Cox4i1	  MGI:88473	  MP:0010771 MP:0005378 MP:0005377 MP:0003631 MP:0010768 MP:0005386 MP:0005380
COX4I2	84701	13082	Cox4i2	  MGI:2135755	  MP:0005378 MP:0005376 MP:0005388 MP:0005386 MP:0005387
COX5A	9377	37905	Cox5a	  MGI:88474	
COX5B	1329	133751	Cox5b	  MGI:88475	  MP:0010768 MP:0005370 MP:0005380 MP:0005371 MP:0010771 MP:0005378 MP:0005376
COX6A1	1337	3219	Cox6a1	  MGI:103099	  MP:0003631 MP:0005386 MP:0005370 MP:0005369
COX6A2	1339	38020	Cox6a2	  MGI:104649	  MP:0005385
COX6B1	1340	39658	Cox6b1	  MGI:107460	  MP:0010771 MP:0005378 MP:0005379 MP:0005390 MP:0005380 MP:0010768 MP:0005371 MP:0005391
COX6B2	125965	16948	Cox6b2	  MGI:3044182	
COX6C	1345	134053	Cox6c	  MGI:104614	
COX7A1	1346	48051	Cox7a1	  MGI:1316714	  MP:0005384 MP:0005369 MP:0010768 MP:0005385
COX7A2	1347	36082	Cox7a2	  MGI:1316715	
COX7A2L	9167	3463	Cox7a2l	  MGI:106015	  MP:0005384
COX7B	1349	1406	Cox7b	  MGI:1913392	  MP:0005380
COX7B2	170712	130780	Cox7b2	  MGI:1925424	
COX7C	1350	81691	Cox7c	  MGI:103226	  MP:0005378 MP:0010771 MP:0005376 MP:0005371 MP:0010768 MP:0005380
COX8A	1351	3006	Cox8a	  MGI:105959	
COX8BP	404544	7277	Cox8b	  MGI:105958	
COX8C	341947	83496	Cox8c	  MGI:1922733	
CP	1356	75	Cp	  MGI:88476	  MP:0005387 MP:0003631 MP:0005391 MP:0005397 MP:0005385 MP:0005370 MP:0005386 MP:0005376 MP:0005384 MP:0005375
CPA1	1357	55609	Cpa1	  MGI:88478	
CPA2	1358	37541	Cpa2	  MGI:3617840	  MP:0005376 MP:0005389
CPA3	1359	122138	Cpa3	  MGI:88479	  MP:0005367 MP:0005387 MP:0005397 MP:0010768 MP:0005376
CPA4	51200	56753	Cpa4	  MGI:1919041	
CPA5	93979	62246	Cpa5	  MGI:1921899	
CPA6	57094	75130	Cpa6	  MGI:3045348	
CPB1	1360	68127	Cpb1	  MGI:1923953	
CPB2	1361	55610	Cpb2	  MGI:1891837	  MP:0005376 MP:0005387 MP:0005367 MP:0005388 MP:0010768
CPD	1362	999	Cpd	  MGI:107265	
CPE	1363	48052	Cpe	  MGI:101932	  MP:0005379 MP:0005375 MP:0005378 MP:0010771 MP:0005376 MP:0005381 MP:0005369 MP:0003631 MP:0005385 MP:0005389 MP:0005370 MP:0005386
CPEB1	64506	7278	Cpeb1	  MGI:108442	  MP:0003631 MP:0005389 MP:0005384 MP:0005379
CPEB2	132864	17995	Cpeb2	  MGI:2442640	  MP:0003631 MP:0010768 MP:0005385 MP:0005388 MP:0005376
CPEB3	22849	40992	Cpeb3	  MGI:2443075	  MP:0003631 MP:0005386 MP:0005389 MP:0005376
CPEB4	80315	12736	Cpeb4	  MGI:1914829	  MP:0005386 MP:0005388 MP:0010768 MP:0005389 MP:0005397 MP:0003631 MP:0005390 MP:0005384 MP:0005376 MP:0005379 MP:0005378
CPED1	79974	57014	Cped1	  MGI:2444814	
CPLANE1	65250	11315	Cplane1	  MGI:1920942	  MP:0005376 MP:0005384 MP:0005382 MP:0005378 MP:0005388 MP:0005380 MP:0005390 MP:0005367 MP:0005391 MP:0005381 MP:0005371 MP:0003631 MP:0005385 MP:0010768
CPLANE2	79363	12793	Cplane2	  MGI:1923416	  MP:0005382 MP:0005378 MP:0005379 MP:0005388 MP:0005387 MP:0005390 MP:0005371 MP:0005381 MP:0005391 MP:0005397 MP:0005385
CPLX1	10815	21324	Cplx1	  MGI:104727	  MP:0005377 MP:0003631 MP:0010768 MP:0005389 MP:0005386 MP:0005384 MP:0005378
CPLX2	10814	38212	Cplx2	  MGI:104726	  MP:0003631 MP:0005386
CPLX3	594855	77368	Cplx3	  MGI:2384571	  MP:0005391
CPLX4	339302	17150	Cplx4	  MGI:2685803	  MP:0005391
CPM	1368	35367	Cpm	  MGI:1917824	
CPN1	1369	1002	Cpn1	  MGI:2135874	  MP:0005387 MP:0005386
CPN2	1370	19487	Cpn2	  MGI:1919006	
CPNE1	8904	36501	Cpne1	  MGI:2386621	
CPNE2	221184	27392	Cpne2	  MGI:2387578	
CPNE3	8895	20839	Cpne3	  MGI:1917818	
CPNE4	131034	26078	Cpne4	  MGI:1921270	
CPNE5	57699	23266	Cpne5	  MGI:2385908	  MP:0005387 MP:0005397
CPNE6	9362	81815	Cpne6	  MGI:1334445	  MP:0005386 MP:0003631
CPNE7	27132	65128	Cpne7	  MGI:2142747	
CPNE8	144402	12049	Cpne8	  MGI:1914121	
CPNE9	151835	84686	Cpne9	  MGI:2443052	
CPOX	1371	76	Cpox	  MGI:104841	  MP:0005380 MP:0010768 MP:0005397 MP:0005391 MP:0003631 MP:0005371 MP:0005387 MP:0005376 MP:0005378 MP:0005382
CPPED1	55313	10142	Cpped1	  MGI:2443300	
CPQ	10404	9401	Cpq	  MGI:1889205	
CPS1	1373	68208	Cps1	  MGI:891996	  MP:0005376 MP:0005397 MP:0005387 MP:0010768
CPSF1	29894	40865	Cpsf1	  MGI:2679722	
CPSF2	53981	6460	Cpsf2	  MGI:1861601	
CPSF3	51692	6499	Cpsf3	  MGI:1859328	  MP:0010768
CPSF4	10898	38216	Cpsf4	  MGI:1861602	
CPSF4L	642843	32669	Cpsf4l	  MGI:1277182	
CPSF6	11052	134126	Cpsf6	  MGI:1913948	
CPSF7	79869	11731	Cpsf7	  MGI:1917826	  MP:0005391
CPT1A	1374	1413	Cpt1a	  MGI:1098296	  MP:0005384 MP:0005376 MP:0005389 MP:0010768 MP:0005385 MP:0005391
CPT1B	1375	22548	Cpt1b	  MGI:1098297	  MP:0005376 MP:0010768
CPT1C	126129	17561	Cpt1c	  MGI:2446526	  MP:0005378 MP:0005369 MP:0005376 MP:0005384 MP:0005370 MP:0005386 MP:0003631
CPT2	1376	77	Cpt2	  MGI:109176	  MP:0010768 MP:0005385 MP:0005380 MP:0005388 MP:0005387 MP:0005390 MP:0005376
CPTP	80772	11550	Cptp	  MGI:1933107	
CPVL	54504	80235	Cpvl	  MGI:1918537	  MP:0010771 MP:0005376 MP:0010768 MP:0005387
CPXCR1	53336	50039	Cpxcr1	  MGI:2685989	
CPXM1	56265	10485	Cpxm1	  MGI:1934569	
CPXM2	119587	69259	Cpxm2	  MGI:1926006	
CPZ	8532	2709	Cpz	  MGI:88487	
CR1L	1379	128275	Cr1l	  MGI:88513	  MP:0005367 MP:0005387 MP:0005391 MP:0003631 MP:0005397 MP:0005385 MP:0005389 MP:0010768 MP:0005386 MP:0005380 MP:0005376 MP:0005378
CR2	1380	55611	Cr2	  MGI:88489	  MP:0005376 MP:0005387 MP:0010768 MP:0005397
CRABP1	1381	3222	Crabp1	  MGI:88490	  MP:0005379 MP:0005389
CRABP2	1382	1415	Crabp2	  MGI:88491	  MP:0005371
CRACD	57482	136278	C530008M17Rik	  MGI:2444817	  MP:0010771
CRACR2A	84766	41883	Cracr2a	  MGI:2685919	
CRACR2B	283229	45468	Cracr2b	  MGI:2446129	
CRADD	8738	2821	Cradd	  MGI:1336168	  MP:0010768 MP:0005384 MP:0005376
CRAMP1	57585	35373	Cramp1l	  MGI:1930190	  MP:0005378 MP:0005382 MP:0005381
CRAT	1384	598	Crat	  MGI:109501	  MP:0005378 MP:0005369 MP:0005376 MP:0005384 MP:0005385
CRB1	23418	8092	Crb1	  MGI:2136343	  MP:0005376 MP:0005385 MP:0010768 MP:0001186 MP:0003631 MP:0005391
CRB2	286204	45474	Crb2	  MGI:2679260	  MP:0010771 MP:0005378 MP:0005380 MP:0010768 MP:0005385 MP:0001186 MP:0003631 MP:0005381 MP:0005391
CRB3	92359	134352	Crb3	  MGI:2670904	  MP:0005376 MP:0005384 MP:0010768 MP:0005381 MP:0005367 MP:0005388
CRBN	51185	9461	Crbn	  MGI:1913277	  MP:0005370 MP:0005386 MP:0005385 MP:0005397 MP:0005389 MP:0010768 MP:0005391 MP:0003631 MP:0005376 MP:0005387 MP:0005379 MP:0005375 MP:0005378
CRCP	27297	40587	Crcp	  MGI:1100818	
CRCT1	54544	NA	Crct1	  MGI:1921425	
CREB1	1385	3223	Creb1	  MGI:88494	  MP:0005369 MP:0005384 MP:0005376 MP:0005379 MP:0010768 MP:0005389 MP:0005378 MP:0005385 MP:0003631 MP:0005386 MP:0005388
CREB3	10488	31375	Creb3	  MGI:99946	  MP:0005378 MP:0005376 MP:0005386 MP:0010768 MP:0005390
CREB3L1	90993	8058	Creb3l1	  MGI:1347062	  MP:0005378 MP:0005376 MP:0005384 MP:0005390 MP:0005397
CREB3L2	64764	18690	Creb3l2	  MGI:2442695	  MP:0005382 MP:0005378 MP:0005390 MP:0005381 MP:0005371 MP:0010768
CREB3L3	84699	13080	Creb3l3	  MGI:2384786	  MP:0010768 MP:0005387 MP:0005376
CREB3L4	148327	12693	Creb3l4	  MGI:1916603	  MP:0005379 MP:0005384 MP:0005389
CREB5	9586	18215	Creb5	  MGI:2443973	  MP:0010768
CREBBP	1387	68393	Crebbp	  MGI:1098280	  MP:0005376 MP:0005384 MP:0005382 MP:0005369 MP:0005375 MP:0005379 MP:0005378 MP:0010771 MP:0005386 MP:0005370 MP:0005388 MP:0005380 MP:0005390 MP:0005387 MP:0005381 MP:0005371 MP:0003631 MP:0002006 MP:0005385 MP:0005397 MP:0010768
CREBL2	1389	1003	Crebl2	  MGI:1889385	
CREBRF	153222	12672	Crebrf	  MGI:1924378	  MP:0005386 MP:0010771 MP:0005378 MP:0005376 MP:0005379
CREBZF	58487	10926	Crebzf	  MGI:2675296	
CREG1	8804	31199	Creg1	  MGI:1344382	  MP:0005370 MP:0005385 MP:0005384 MP:0005376 MP:0005378 MP:0005369
CREG2	200407	17827	Creg2	  MGI:1928333	
CRELD1	78987	32265	Creld1	  MGI:2152539	  MP:0005385 MP:0010768 MP:0005380 MP:0003631 MP:0005384 MP:0005382
CRELD2	79174	11526	Creld2	  MGI:1923987	  MP:0005389
CREM	1390	84591	Crem	  MGI:88495	  MP:0005378 MP:0010771 MP:0005379 MP:0005384 MP:0005369 MP:0005385 MP:0005389 MP:0005386 MP:0005370 MP:0003631
CRH	1392	599	Crh	  MGI:88496	  MP:0010771 MP:0005378 MP:0005375 MP:0005379 MP:0005384 MP:0005387 MP:0005376 MP:0005367 MP:0005390 MP:0005386 MP:0005388 MP:0005370 MP:0005397 MP:0003631 MP:0005371
CRHBP	1393	1418	Crhbp	  MGI:88497	  MP:0005378 MP:0005386
CRHR1	1394	20920	Crhr1	  MGI:88498	  MP:0005379 MP:0005376 MP:0005388 MP:0005386 MP:0005385 MP:0010768 MP:0005391 MP:0003631
CRHR2	1395	55612	Crhr2	  MGI:894312	  MP:0005385 MP:0005386 MP:0005375 MP:0005376
CRIM1	51232	9510	Crim1	  MGI:1354756	  MP:0005371 MP:0003631 MP:0005381 MP:0005391 MP:0005387 MP:0005367 MP:0005390 MP:0005380 MP:0005370 MP:0005386 MP:0010768 MP:0005385 MP:0005379 MP:0005369 MP:0005382 MP:0005384 MP:0005376 MP:0010771
CRIP1	1396	37465	Crip1	  MGI:88501	
CRIP2	1397	133917	Crip2	  MGI:1915587	  MP:0005386 MP:0010771
CRIP3	401262	28039	Crip3	  MGI:2152434	  MP:0005379 MP:0005387 MP:0005386 MP:0005397
CRIPT	9419	8572	Cript	  MGI:1929655	  MP:0010768 MP:0005386
CRISP1	167	81683	Crisp4	  MGI:1925331	  MP:0005384 MP:0005379 MP:0005389
CRISP2	7180	37756	Crisp2	  MGI:98815	
CRISPLD1	83690	12857	Crispld1	  MGI:1934666	
CRISPLD2	83716	41792	Crispld2	  MGI:1926142	  MP:0005390 MP:0005387 MP:0005380 MP:0005385 MP:0005378 MP:0010768 MP:0005376
CRK	1398	81850	Crk	  MGI:88508	  MP:0005385 MP:0010768 MP:0005388 MP:0005369 MP:0005381 MP:0005378 MP:0005376 MP:0005382
CRKL	1399	38021	Crkl	  MGI:104686	  MP:0005380 MP:0005370 MP:0010768 MP:0005397 MP:0005385 MP:0005371 MP:0003631 MP:0005377 MP:0005391 MP:0005387 MP:0005390 MP:0010771 MP:0005378 MP:0005379 MP:0005382
CRLF1	9244	3489	Crlf1	  MGI:1340030	  MP:0003631 MP:0010768 MP:0005397 MP:0005386
CRLF2	64109	49476	Crlf2	  MGI:1889506	  MP:0010768 MP:0005397 MP:0005388 MP:0005387 MP:0005381 MP:0005384 MP:0005376
CRLF3	51379	9327	Crlf3	  MGI:1860086	  MP:0005376 MP:0005378 MP:0005397 MP:0005387
CRLS1	54675	32438	Crls1	  MGI:1913836	  MP:0005387 MP:0005380 MP:0005397 MP:0010768
CRMP1	1400	20347	Crmp1	  MGI:107793	  MP:0005386 MP:0003631 MP:0005384
CRNKL1	51340	6462	Crnkl1	  MGI:1914127	
CRNN	49860	9416	Crnn	  MGI:2685861	
CROCC	9696	16811	Crocc	  MGI:3529431	  MP:0005387 MP:0005388 MP:0005391 MP:0003631
CROCC2	728763	141152	Crocc2	  MGI:3045962	
CROT	54677	10899	Crot	  MGI:1921364	
CRP	1401	128039	Crp	  MGI:88512	  MP:0005376 MP:0005387
CRPPA	729920	45614	Crppa	  MGI:1923097	  MP:0003631 MP:0010768 MP:0005388 MP:0005384
CRTAC1	55118	23070	Crtac1	  MGI:1920082	  MP:0003631 MP:0005384
CRTAM	56253	10454	Crtam	  MGI:1859822	  MP:0005397 MP:0005387 MP:0005384
CRTAP	10491	21280	Crtap	  MGI:1891221	  MP:0005378 MP:0005384 MP:0005390
CRTC1	23373	41607	Crtc1	  MGI:2142523	  MP:0005376 MP:0005378 MP:0005375 MP:0005379 MP:0005386 MP:0005387 MP:0003631 MP:0005389 MP:0005397
CRTC2	200186	18765	Crtc2	  MGI:1921593	  MP:0005370 MP:0005375 MP:0005376 MP:0005384
CRTC3	64784	11248	Crtc3	  MGI:1917711	  MP:0005376 MP:0005384 MP:0005369 MP:0005378 MP:0005375 MP:0005370 MP:0010768
CRX	1406	467	Crx	  MGI:1194883	  MP:0005385 MP:0001186 MP:0003631 MP:0005391 MP:0005386
CRY1	1407	7042	Cry1	  MGI:1270841	  MP:0005386
CRY2	1408	56466	Cry2	  MGI:1270859	  MP:0005397 MP:0005390 MP:0005387 MP:0005386
CRYAA	1409	48053	Cryaa	  MGI:88515	  MP:0005384 MP:0005391
CRYAB	1410	68209	Cryab	  MGI:88516	  MP:0005369 MP:0005376 MP:0005384 MP:0010768 MP:0005391 MP:0005388 MP:0005370 MP:0005386 MP:0005385
CRYBA1	1411	3815	Cryba1	  MGI:88518	  MP:0005384 MP:0005376 MP:0001186 MP:0005391 MP:0003631
CRYBA2	1412	10991	Cryba2	  MGI:104336	  MP:0005391
CRYBA4	1413	1422	Cryba4	  MGI:102716	
CRYBB1	1414	1423	Crybb1	  MGI:104992	
CRYBB2	1415	420	Crybb2	  MGI:88519	  MP:0005391 MP:0003631 MP:0005384
CRYBB3	1417	3008	Crybb3	  MGI:102717	  MP:0005390 MP:0005389
CRYBG1	202	18168	Crybg1	  MGI:109544	  MP:0005386 MP:0005380 MP:0010768 MP:0005391 MP:0003631 MP:0005378
CRYBG2	55057	19232	Crybg2	  MGI:1334463	
CRYBG3	131544	28544	Crybg3	  MGI:2676311	
CRYGA	1418	129704	Cryga	  MGI:88521	  MP:0005391
CRYGB	1419	3816	Crygb	  MGI:88522	  MP:0005391
CRYGC	1420	36281	Crygc	  MGI:88523	  MP:0005385 MP:0005391
CRYGD	1421	36213	Crygd	  MGI:88524	  MP:0005391
CRYGN	155051	16986	Crygn	  MGI:2449167	  MP:0003631 MP:0005377
CRYGS	1427	40695	Crygs	  MGI:1298216	  MP:0005391
CRYL1	51084	9322	Cryl1	  MGI:1915881	
CRYM	1428	1424	Crym	  MGI:102675	  MP:0005376
CRYZ	1429	133907	Cryz	  MGI:88527	
CRYZL1	9946	3749	Cryzl1	  MGI:1913859	
CRYZL2P	730102	41713	Cryzl2	  MGI:2448516	
CS	1431	56073	Cs	  MGI:88529	  MP:0005371 MP:0005377 MP:0010768 MP:0005376
CSAD	51380	41086	Csad	  MGI:2180098	  MP:0010768
CSDC2	27254	8701	Csdc2	  MGI:2146027	
CSDE1	7812	5179	Csde1	  MGI:92356	
CSE1L	1434	1006	Cse1l	  MGI:1339951	  MP:0010768 MP:0005380 MP:0005378
CSF1	1435	7282	Csf1	  MGI:1339753	  MP:0005391 MP:0005371 MP:0003631 MP:0005377 MP:0005390 MP:0005387 MP:0005370 MP:0005386 MP:0005397 MP:0005385 MP:0005378 MP:0005389 MP:0010771 MP:0010768 MP:0005382 MP:0005369 MP:0005376 MP:0005384 MP:0005379
CSF1R	1436	3817	Csf1r	  MGI:1339758	  MP:0005384 MP:0005376 MP:0005382 MP:0005379 MP:0005394 MP:0010771 MP:0005378 MP:0005390 MP:0005387 MP:0005371 MP:0003631 MP:0005377 MP:0010768 MP:0005389 MP:0005397 MP:0005386
CSF2	1437	600	Csf2	  MGI:1339752	  MP:0005376 MP:0005384 MP:0005375 MP:0005379 MP:0005378 MP:0010771 MP:0005386 MP:0005388 MP:0005380 MP:0005387 MP:0005385 MP:0005397 MP:0010768 MP:0005389
CSF2RA	1438	48406	Csf2ra	  MGI:1339754	
CSF2RB	1439	339	Csf2rb	  MGI:1339759	  MP:0005387 MP:0005376 MP:0005388 MP:0005397
CSF2RB	1439	339	Csf2rb2	  MGI:1339760	  MP:0005397
CSF3	1440	7677	Csf3	  MGI:1339751	  MP:0005397 MP:0005387
CSF3R	1441	601	Csf3r	  MGI:1339755	  MP:0005387 MP:0005397 MP:0010768 MP:0005384
CSGALNACT1	55790	23099	Csgalnact1	  MGI:2442354	  MP:0005371 MP:0005390 MP:0005386 MP:0005378
CSGALNACT2	55454	23109	Csgalnact2	  MGI:1926002	
CSK	1445	55818	Csk	  MGI:88537	  MP:0005388 MP:0005386 MP:0005380 MP:0005397 MP:0005385 MP:0010768 MP:0005391 MP:0003631 MP:0005377 MP:0005387 MP:0005384 MP:0005394 MP:0005379 MP:0005378 MP:0005382
CSMD1	64478	69536	Csmd1	  MGI:2137383	  MP:0005390 MP:0005386 MP:0005376 MP:0005378
CSMD2	114784	89034	Csmd2	  MGI:2386401	
CSMD3	114788	65982	Csmd3	  MGI:2386403	  MP:0005390 MP:0005386 MP:0005376 MP:0005378 MP:0005375
CSN1S1	1446	NA	Csn1s1	  MGI:88540	  MP:0005379 MP:0010771
CSN1S2AP	286828	7284	Csn1s2a	  MGI:88542	
CSN1S2BP	100337616	49221	Csn1s2b	  MGI:105312	
CSN2	1447	1426	Csn2	  MGI:88541	  MP:0005384 MP:0005379 MP:0010771
CSN3	1448	3818	Csn3	  MGI:107461	  MP:0005379 MP:0010771
CSNK1A1	1452	111694	Csnk1a1	  MGI:1934950	  MP:0005377 MP:0005371 MP:0005387 MP:0005370 MP:0005397 MP:0005385 MP:0010768 MP:0010771 MP:0001186 MP:0005369 MP:0005382 MP:0005384 MP:0005378
CSNK1D	1453	74841	Csnk1d	  MGI:1355272	  MP:0005386 MP:0010768 MP:0003631 MP:0005376 MP:0005378
CSNK1E	1454	121695	Csnk1e	  MGI:1351660	  MP:0005386 MP:0003631
CSNK1G1	53944	48692	Csnk1g1	  MGI:2660884	  MP:0005386 MP:0005390
CSNK1G2	1455	100845	Csnk1g2	  MGI:1920014	  MP:0005397 MP:0005391 MP:0005377
CSNK1G3	1456	121650	Csnk1g3	  MGI:1917675	  MP:0005390 MP:0005382
CSNK2A1	1457	90874	Csnk2a1	  MGI:88543	  MP:0005376 MP:0005369 MP:0005382 MP:0005378 MP:0005380 MP:0003631 MP:0005377 MP:0005371 MP:0005391 MP:0010768 MP:0005385 MP:0001186
CSNK2A2	1459	20444	Csnk2a2	  MGI:88547	  MP:0005384 MP:0005389
CSNK2B	1460	55572	Csnk2b	  MGI:88548	  MP:0005378 MP:0003631 MP:0010768 MP:0005386 MP:0005380
CSNKA2IP	111064647	77570	Csnka2ip	  MGI:2676295	
CSPG4	1464	20445	Cspg4	  MGI:2153093	  MP:0003631 MP:0005387 MP:0005370 MP:0005397 MP:0005375 MP:0005376 MP:0005384 MP:0005378
